ROWNUM|ACCOUNTID|MERCHANT_NAME|MERCHANT_CATEGORY_CODE|MERCHANT_CATEGORY_DESC|MERCHANT_COUNTRY|POST_DATE|TRANSACTION_DATE|TRANSACTION_TYPE|CREDIT_DEBIT|CREDIT_LIMIT|AMOUNT|BALANCE|CREDITCARDNUMBER|CC_TYPE|USE_CASE|CUST_NAME|NUM_CCS|CUST_CITY|CUST_STATE|CUST_ZIP|CUST_COUNTRY|TRANS_DETAIL
97_2016-02-01 22:08:53|10786188|Alpha Pacific|3179|Airlines|US|2015-07-21|2015-07-20|Penalty|D|6000|204|97|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
98_2016-02-01 22:08:53|10786188|Direct Construction Omega|3165|Airlines|US|2015-07-24|2015-07-23|Penalty|D|6000|19|78|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
99_2016-02-01 22:08:53|10786188|Research Graphics Technology|4468|Marinas/ Service and Supplies|US|2015-07-26|2015-07-25|Fee|D|6000|57|21|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
100_2016-02-01 22:08:53|10786188|North Frontier Adventure|3163|Airlines|US|2015-07-29|2015-07-28|Fee|D|6000|17|4|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
101_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-07-31|2015-07-30|e-Check Check|C|6000|4|8|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
102_2016-02-01 22:08:53|10786188|Design Galaxy Innovation|5965|Direct Marketing   Combination Catalog and Retail Merchant|US|2015-08-03|2015-08-02|Interest Charge|D|6000|6|2|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
103_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-08-04|2015-08-03|Online Transfer|C|6000|2|4|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
104_2016-02-01 22:08:53|10786188|Net Power|7251|Shoe Repair/Hat Cleaning|US|2015-08-07|2015-08-06|Fee|D|6000|3|1|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
105_2016-02-01 22:08:53|10786188|Software Power Analysis|3188|Airlines|US|2015-08-08|2015-08-07|Penalty|D|6000|1|0|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
106_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-08-09|2015-08-08|Cash Payment|C|6000|1164|1164|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
107_2016-02-01 22:08:53|10786188|Telecom Atlantic Alpha|3277|Airlines|BS|2015-08-11|2015-08-10|Interest Charge|D|6000|40|1124|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
108_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-08-12|2015-08-11|e-Check Check|C|6000|7|1131|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
109_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-08-13|2015-08-12|Online Transfer|C|6000|313|1444|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
110_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-08-16|2015-08-15|Paper Check|C|6000|498|1942|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
111_2016-02-01 22:08:53|10786188|Payment|2222|Non Customer Payment|US|2015-08-17|2015-08-16|e-Check Check|C|6000|454|2396|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
112_2016-02-01 22:08:53|10786188|Power Direct Innovation|3273|Airlines|US|2015-08-19|2015-08-18|Interest Charge|D|6000|1149|1247|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
113_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-08-21|2015-08-20|Wire Payment|C|6000|902|2149|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
114_2016-02-01 22:08:53|10786188|Contract Future|3528|Hotels/Motels/Inns/Resorts|US|2015-08-24|2015-08-23|Purchase|D|6000|1298|851|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
115_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-08-25|2015-08-24|ATM Payment|C|6000|287|1138|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
116_2016-02-01 22:08:53|10786188|Vision Solutions|3526|Hotels/Motels/Inns/Resorts|US|2015-08-26|2015-08-25|Penalty|D|6000|709|429|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
117_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-08-28|2015-08-27|ATM Payment|C|6000|176|605|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
118_2016-02-01 22:08:53|10786188|Payment|2222|Non Customer Payment|US|2015-08-31|2015-08-30|Cash Payment|C|6000|286|891|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
119_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-09-03|2015-09-02|e-Check Check|C|6000|456|1347|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
120_2016-02-01 22:08:53|10786188|Advanced Electronic People|5998|Tent and Awning Shops|US|2015-09-06|2015-09-05|Purchase|D|6000|649|698|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
121_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-09-08|2015-09-07|Cash Payment|C|6000|4|702|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
122_2016-02-01 22:08:53|10786188|Construction Studio Adventure|3658|Hotels/Motels/Inns/Resorts|NG|2015-09-10|2015-09-09|Penalty|D|6000|222|480|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
123_2016-02-01 22:08:53|10786188|Omega Construction Contract|3021|Airlines|US|2015-09-11|2015-09-10|Penalty|D|6000|69|411|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
124_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-09-12|2015-09-11|Online Transfer|C|6000|353|764|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
125_2016-02-01 22:08:53|10786188|Software Hill|3726|Hotels/Motels/Inns/Resorts|US|2015-09-13|2015-09-12|Purchase|D|6000|259|505|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
126_2016-02-01 22:08:53|10786188|Pacific Medicine|3506|Hotels/Motels/Inns/Resorts|US|2015-09-14|2015-09-13|Fee|D|6000|454|51|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
127_2016-02-01 22:08:53|10786188|Atlantic Direct Resource|3057|Airlines|US|2015-09-16|2015-09-15|Interest Charge|D|6000|12|39|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
128_2016-02-01 22:08:53|10786188|Vision Telecom|3723|Hotels/Motels/Inns/Resorts|US|2015-09-17|2015-09-16|Interest Charge|D|6000|32|7|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
129_2016-02-01 22:08:53|10786188|Payment|1111|Customer Payment|US|2015-09-19|2015-09-18|ACH Payment|C|6000|7|14|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
130_2016-02-01 22:08:53|10786188|Source Star Electronics|3132|Airlines|US|2015-09-20|2015-09-19|Refund|D|6000|5|9|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
131_2016-02-01 22:08:53|10786188|Resource Max|3236|Airlines|US|2015-09-23|2015-09-22|Refund|D|6000|7|2|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
132_2016-02-01 22:08:53|10786188|South Virtual West|3140|Airlines|US|2015-09-26|2015-09-25|Fee|D|6000|1|1|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
133_2016-02-01 22:08:53|10786188|Customer Payment|1111|Customer Payment|US|2015-09-29|2015-09-28|Cash Payment|C|6000|5999|6000|08982153408881636|discover|Use Case Out of Country - 95|Denzil Wintheiser|1|HEMPSTEAD|NY|11550|US|
0_2016-02-01 22:08:53|10786191|Virtual Advanced|3227|Airlines|US|2015-01-04|2015-01-03|Penalty|D|12000|3992|8008|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
1_2016-02-01 22:08:53|10786191|Net Star Direct|3070|Airlines|US|2015-01-07|2015-01-06|Penalty|D|12000|3130|4878|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
2_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-01-09|2015-01-08|Wire Payment|C|12000|2986|7864|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
3_2016-02-01 22:08:53|10786191|Payment|2222|Non Customer Payment|US|2015-01-11|2015-01-10|ATM Payment|C|12000|4966|12830|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
4_2016-02-01 22:08:53|10786191|Resource Future Contract|3080|Airlines|US|2015-01-14|2015-01-13|Fee|D|12000|278|12552|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
5_2016-02-01 22:08:53|10786191|Construction Hill Vision|4816|Computer Network Services|US|2015-01-15|2015-01-14|Purchase|D|12000|107|12445|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
6_2016-02-01 22:08:53|10786191|Digital East Vision|3022|Airlines|US|2015-01-18|2015-01-17|Purchase|D|12000|58|12387|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
7_2016-02-01 22:08:53|10786191|Hill Graphics Electronics|3183|Airlines|US|2015-01-19|2015-01-18|Fee|D|12000|55|12332|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
8_2016-02-01 22:08:53|10786191|Architecture Construction|3117|Airlines|US|2015-01-21|2015-01-20|Fee|D|12000|94|12238|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
9_2016-02-01 22:08:53|10786191|Adventure Adventure|3406|Car Rental|US|2015-01-23|2015-01-22|Purchase|D|12000|175|12063|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
10_2016-02-01 22:08:53|10786191|Telecom Star Future|3126|Airlines|US|2015-01-26|2015-01-25|Penalty|D|12000|3|12060|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
11_2016-02-01 22:08:53|10786191|Industries Consulting|5995|Pet Shops Pet Food and Supplies|US|2015-01-28|2015-01-27|Purchase|D|12000|41|12019|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
12_2016-02-01 22:08:53|10786191|Architecture Direct|5993|Cigar Stores and Stands|US|2015-01-31|2015-01-30|Interest Charge|D|12000|16|12003|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
13_2016-02-01 22:08:53|10786191|Digital Frontier|5072|Hardware Equipment and Supplies|US|2015-02-01|2015-01-31|Purchase|D|12000|2|12001|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
14_2016-02-01 22:08:53|10786191|South Vision Electronics|3607|Hotels/Motels/Inns/Resorts|US|2015-02-03|2015-02-02|Purchase|D|12000|1|12000|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|Checkin: 2016-02-09;Checkout: 2016-02-13;Hotel: Hussey Hotels; Address: Tampa FL, 33664
15_2016-02-01 22:08:53|10786191|Medicine Resource|3256|Airlines|US|2015-02-06|2015-02-05|Fee|D|12000|2280|9720|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
16_2016-02-01 22:08:53|10786191|General Data|3517|Hotels/Motels/Inns/Resorts|US|2015-02-07|2015-02-06|Refund|D|12000|1620|8100|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|Checkin: 2016-02-12;Checkout: 2016-02-17;Hotel: Feldman Hotels; Address: Shawnee Mission KS, 66213
17_2016-02-01 22:08:53|10786191|Payment|2222|Non Customer Payment|US|2015-02-08|2015-02-07|Online Transfer|C|12000|1138|9238|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
18_2016-02-01 22:08:53|10786191|Interactive Vision|5971|Art Dealers and Galleries|US|2015-02-10|2015-02-09|Penalty|D|12000|7091|2147|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
19_2016-02-01 22:08:53|10786191|People Power Solutions|3208|Airlines|US|2015-02-13|2015-02-12|Purchase|D|12000|2002|145|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
20_2016-02-01 22:08:53|10786191|Solutions Digital Software|3639|Hotels/Motels/Inns/Resorts|US|2015-02-15|2015-02-14|Refund|D|12000|114|31|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|Checkin: 2016-02-14;Checkout: 2016-02-21;Hotel: Dugger Hotels; Address: Hubbard Lake MI, 49747
21_2016-02-01 22:08:53|10786191|South Bell|3160|Airlines|US|2015-02-18|2015-02-17|Fee|D|12000|27|4|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
22_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-02-20|2015-02-19|e-Check Check|C|12000|1|5|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
23_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-02-21|2015-02-20|Paper Check|C|12000|5|10|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
24_2016-02-01 22:08:53|10786191|Frontier Network|5697|Tailors Alterations|US|2015-02-24|2015-02-23|Refund|D|12000|1|9|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
25_2016-02-01 22:08:53|10786191|Electronic Adventure Medicine|3032|Airlines|US|2015-02-27|2015-02-26|Interest Charge|D|12000|9|0|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
26_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-03-02|2015-03-01|e-Check Check|C|12000|652|652|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
27_2016-02-01 22:08:53|10786191|West Contract Pacific|5997|Electric Razor Stores|US|2015-03-03|2015-03-02|Interest Charge|D|12000|463|189|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
28_2016-02-01 22:08:53|10786191|Net Design|3089|Airlines|US|2015-03-04|2015-03-03|Purchase|D|12000|29|160|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
29_2016-02-01 22:08:53|10786191|Design Federated Medicine|5972|Stamp and Coin Stores|US|2015-03-05|2015-03-04|Interest Charge|D|12000|54|106|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
30_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-03-06|2015-03-05|Wire Payment|C|12000|18|124|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
31_2016-02-01 22:08:53|10786191|Building Systems Electronics|5976|Orthopedic Goods   Prosthetic Devices|US|2015-03-07|2015-03-06|Penalty|D|12000|60|64|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
32_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-03-09|2015-03-08|Cash Payment|C|12000|7|71|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
33_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-03-12|2015-03-11|ATM Payment|C|12000|21|92|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
34_2016-02-01 22:08:53|10786191|West Technology|3373|Car Rental|US|2015-03-13|2015-03-12|Refund|D|12000|20|72|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
35_2016-02-01 22:08:53|10786191|North Net|8220|Colleges Universities|US|2015-03-15|2015-03-14|Penalty|D|12000|61|11|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
36_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-03-16|2015-03-15|Wire Payment|C|12000|7|18|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
37_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-03-17|2015-03-16|Cash Payment|C|12000|16|34|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
38_2016-02-01 22:08:53|10786191|Consulting Star Consulting|5722|Household Appliance Stores|US|2015-03-19|2015-03-18|Purchase|D|12000|30|4|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
39_2016-02-01 22:08:53|10786191|Consulting Future Digital|7549|Towing Services|US|2015-03-21|2015-03-20|Fee|D|12000|3|1|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
40_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-03-24|2015-03-23|Paper Check|C|12000|1|2|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
41_2016-02-01 22:08:53|10786191|Technology East Network|3228|Airlines|US|2015-03-25|2015-03-24|Fee|D|12000|1|1|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
42_2016-02-01 22:08:53|10786191|Payment|2222|Non Customer Payment|US|2015-03-26|2015-03-25|Cash Payment|C|12000|1|2|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
43_2016-02-01 22:08:53|10786191|Virtual Design Future|5713|Floor Covering Stores|US|2015-03-27|2015-03-26|Refund|D|12000|2|0|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
44_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-03-29|2015-03-28|Wire Payment|C|12000|2844|2844|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
45_2016-02-01 22:08:53|10786191|Speed Omega Technology|3145|Airlines|US|2015-04-01|2015-03-31|Refund|D|12000|1881|963|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
46_2016-02-01 22:08:53|10786191|Federated Application Direct|3290|Airlines|US|2015-04-04|2015-04-03|Refund|D|12000|129|834|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
47_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-04-06|2015-04-05|ATM Payment|C|12000|125|959|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
48_2016-02-01 22:08:53|10786191|Interactive Future|3113|Airlines|US|2015-04-08|2015-04-07|Penalty|D|12000|341|618|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
49_2016-02-01 22:08:53|10786191|Internet Architecture Advanced|7512|Car Rental Agencies|US|2015-04-10|2015-04-09|Purchase|D|12000|607|11|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
50_2016-02-01 22:08:53|10786191|Source Telecom Signal|3361|Car Rental|US|2015-04-11|2015-04-10|Refund|D|12000|9|2|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
51_2016-02-01 22:08:53|10786191|Galaxy Contract Direct|3434|Car Rental|US|2015-04-13|2015-04-12|Penalty|D|12000|1|1|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
52_2016-02-01 22:08:53|10786191|Provider Advanced Electronics|3380|Car Rental|US|2015-04-15|2015-04-14|Fee|D|12000|1|0|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
53_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-04-17|2015-04-16|Cash Payment|C|12000|65|65|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
54_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-04-20|2015-04-19|Wire Payment|C|12000|62|127|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
55_2016-02-01 22:08:53|10786191|Star Telecom South|5949|Sewing Needlework Fabric and Piece Goods Stores|US|2015-04-21|2015-04-20|Fee|D|12000|112|15|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
56_2016-02-01 22:08:53|10786191|Payment|2222|Non Customer Payment|US|2015-04-22|2015-04-21|Paper Check|C|12000|14|29|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
57_2016-02-01 22:08:53|10786191|Payment|2222|Non Customer Payment|US|2015-04-25|2015-04-24|Cash Payment|C|12000|9|38|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
58_2016-02-01 22:08:53|10786191|Power Omega|3269|Airlines|US|2015-04-26|2015-04-25|Interest Charge|D|12000|35|3|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
59_2016-02-01 22:08:53|10786191|Consulting Omega Federated|3362|Car Rental|US|2015-04-28|2015-04-27|Penalty|D|12000|1|2|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
60_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-04-30|2015-04-29|Paper Check|C|12000|2|4|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
61_2016-02-01 22:08:53|10786191|Studio Universal Atlantic|3008|Airlines|US|2015-05-01|2015-04-30|Penalty|D|12000|3|1|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
62_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-05-03|2015-05-02|Paper Check|C|12000|1|2|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
63_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-05-04|2015-05-03|Online Transfer|C|12000|1|3|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
64_2016-02-01 22:08:53|10786191|Frontier Source Speed|3195|Airlines|US|2015-05-05|2015-05-04|Purchase|D|12000|1|2|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
65_2016-02-01 22:08:53|10786191|People Technology Telecom|3223|Airlines|US|2015-05-07|2015-05-06|Purchase|D|12000|1|1|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
66_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-05-10|2015-05-09|Online Transfer|C|12000|1|2|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
67_2016-02-01 22:08:53|10786191|Vision Bell Provider|5734|Computer Software Stores|US|2015-05-11|2015-05-10|Purchase|D|12000|2|0|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
68_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-05-14|2015-05-13|ATM Payment|C|12000|1148|1148|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
69_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-05-15|2015-05-14|ATM Payment|C|12000|792|1940|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
70_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-05-16|2015-05-15|e-Check Check|C|12000|1723|3663|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
71_2016-02-01 22:08:53|10786191|Star Systems|3009|Airlines|US|2015-05-19|2015-05-18|Interest Charge|D|12000|3235|428|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
72_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-05-21|2015-05-20|ATM Payment|C|12000|311|739|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
73_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-05-22|2015-05-21|ATM Payment|C|12000|383|1122|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
74_2016-02-01 22:08:53|10786191|Payment|1111|Customer Payment|US|2015-05-25|2015-05-24|Online Transfer|C|12000|777|1899|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
75_2016-02-01 22:08:53|10786191|Construction Technology Architecture|5137|Uniforms Commercial Clothing|US|2015-05-26|2015-05-25|Penalty|D|12000|172|1727|96682153408889010|discover|Use Case 9 - Red|Leon Wisoky|2|SANTA ANA|CA|92701|US|
